88,5,1,1,1,1,5,1,1.8
89,5,1,1,,,5,1,2.3333333333333335
110,5,5,5,5,,5,5,5.0
111,5,1,5,5,1,5,1,3.4
112,5,1,5,5,3,5,1,3.8
113,,5,3,5,,5,3,4.333333333333333
114,5,5,5,5,3,5,3,4.6
115,5,1,5,3,,5,1,3.5
116,5,,,,,5,5,5.0
90,5,1,3,3,1,5,1,2.6
117,5,1,,,,5,1,3.0
91,5,1,5,1,1,5,1,2.6
118,5,1,1,1,1,5,1,1.8
92,5,5,1,,1,5,1,3.0
119,5,1,5,5,,5,1,4.0
93,5,5,5,1,1,5,1,3.4
94,5,1,5,1,,5,1,3.0
95,5,3,3,3,,5,3,3.5
96,5,5,5,1,5,5,1,4.2
97,5,1,1,1,1,5,1,1.8
10,5,1,3,5,,5,1,3.5
99,5,,1,,,5,1,3.0
11,5,5,5,5,5,5,5,5.0
12,5,1,,,1,5,1,2.3333333333333335
13,,,,1,,1,1,1.0
14,5,,1,,1,5,1,2.3333333333333335
15,5,1,,1,1,5,1,2.0
16,5,1,5,5,1,5,1,3.4
17,5,1,5,3,,5,1,3.5
18,5,5,5,5,1,5,1,4.2
19,5,1,1,,,5,1,2.3333333333333335
120,5,5,5,5,3,5,3,4.6
122,5,1,1,1,1,5,1,1.8
1,,,1,1,3,3,1,1.6666666666666667
2,5,1,,,,5,1,3.0
123,5,3,5,5,,5,3,4.5
3,5,1,1,3,,5,1,2.5
124,5,,5,5,1,5,1,4.0
4,5,1,5,3,5,5,1,3.8
125,5,1,5,1,,5,1,3.0
126,5,1,3,,,5,1,3.0
5,5,1,3,5,1,5,1,3.0
127,5,1,5,1,1,5,1,2.6
6,5,1,5,5,1,5,1,3.4
128,5,1,,1,1,5,1,2.0
7,5,3,5,5,1,5,1,3.8
8,5,1,5,5,1,5,1,3.4
129,,1,3,1,5,5,1,2.5
20,5,,3,,1,5,1,3.0
21,5,,5,3,,5,3,4.333333333333333
22,,1,5,5,1,5,1,3.0
23,5,1,1,,1,5,1,2.0
24,5,5,5,1,1,5,1,3.4
25,,3,5,,,5,3,4.0
26,5,1,5,,1,5,1,3.0
27,5,3,,5,,5,3,4.333333333333333
28,5,3,5,5,1,5,1,3.8
29,5,3,5,5,3,5,3,4.2
130,5,3,3,3,3,5,3,3.4
132,5,1,3,1,1,5,1,2.2
133,5,1,3,1,1,5,1,2.2
134,5,5,5,1,,5,1,4.0
135,,,3,1,,3,1,2.0
136,5,1,,,,5,1,3.0
137,5,5,5,,,5,5,5.0
138,5,,,1,3,5,1,3.0
139,5,,,,,5,5,5.0
30,5,5,5,5,5,5,5,5.0
31,5,5,5,5,1,5,1,4.2
32,5,1,,,1,5,1,2.3333333333333335
33,5,,5,5,1,5,1,4.0
34,5,1,3,3,1,5,1,2.6
35,5,,1,,,5,1,3.0
36,5,,5,5,,5,5,5.0
37,5,1,3,5,1,5,1,3.0
39,5,1,1,3,,5,1,2.5
140,5,1,3,1,1,5,1,2.2
141,5,1,5,5,1,5,1,3.4
142,5,3,,,,5,3,4.0
143,5,1,5,5,5,5,1,4.2
144,5,1,1,5,1,5,1,2.6
40,5,1,3,1,,5,1,2.5
41,5,1,,,,5,1,3.0
42,5,1,5,,1,5,1,3.0
43,5,,,,,5,5,5.0
44,5,3,5,1,1,5,1,3.0
45,5,1,1,1,1,5,1,1.8
46,5,1,1,5,3,5,1,3.0
47,5,,,1,1,5,1,2.3333333333333335
48,5,1,,1,1,5,1,2.0
49,5,1,3,1,1,5,1,2.2
50,5,3,5,3,5,5,3,4.2
51,5,3,,5,,5,3,4.333333333333333
52,5,1,1,5,1,5,1,2.6
53,5,1,5,5,1,5,1,3.4
55,5,1,5,3,1,5,1,3.0
56,5,,5,5,1,5,1,4.0
57,5,1,3,5,1,5,1,3.0
58,5,,5,5,3,5,3,4.5
59,5,,,5,,5,5,5.0
60,5,1,1,1,1,5,1,1.8
61,5,1,5,5,,5,1,4.0
62,,1,1,1,1,1,1,1.0
63,5,1,,,,5,1,3.0
64,5,5,,,1,5,1,3.6666666666666665
65,5,5,5,5,5,5,5,5.0
66,,1,3,1,1,3,1,1.5
67,5,1,1,5,1,5,1,2.6
68,5,1,3,3,1,5,1,2.6
69,5,1,1,5,,5,1,3.0
70,5,,1,1,1,5,1,2.0
71,5,1,1,1,1,5,1,1.8
72,5,1,1,1,1,5,1,1.8
74,5,3,3,,5,5,3,4.0
75,5,1,5,1,1,5,1,2.6
76,5,1,3,1,1,5,1,2.2
77,5,1,3,5,1,5,1,3.0
78,,,,5,,5,5,5.0
79,5,1,1,1,,5,1,2.0
100,,1,5,1,1,5,1,2.0
101,5,1,3,1,1,5,1,2.2
102,5,1,,5,1,5,1,3.0
103,5,3,5,5,3,5,3,4.2
104,5,,,5,5,5,5,5.0
105,5,1,5,3,1,5,1,3.0
106,5,1,3,5,1,5,1,3.0
80,5,5,3,1,1,5,1,3.0
107,,,3,1,1,3,1,1.6666666666666667
108,5,1,1,1,1,5,1,1.8
81,5,1,5,1,1,5,1,2.6
109,5,1,5,1,1,5,1,2.6
82,5,1,3,5,,5,1,3.5
83,5,1,1,1,1,5,1,1.8
84,5,,,,,5,5,5.0
85,5,3,1,1,1,5,1,2.2
86,,,3,5,,5,3,4.0
87,5,3,5,3,3,5,3,3.8
,5,5,5,5,5
,5,1,1,1,1
,5.000000,1.892857,3.446429,3.054545,1.666667

