1,,,,,,,,,10,3,0,10000,0.0
2,10,8,0,9,8,8,6,5,8,5,0,10000,0.0
3,10,5,6,5,4,12,8,5,,,0,10000,0.0
4,6,2,10,7,8,9,8,5,10,8,0,10000,0.0
5,10,4,2,13,10,6,10,8,10,7,0,10000,0.0
6,10,5,6,11,6,5,10,8,10,7,0,10000,0.0
7,6,1,6,3,10,9,8,4,5,5,0,10000,0.0
8,8,2,4,4,8,9,8,5,10,3,0,10000,0.0
9,10,4,4,7,4,5,0,2,8,8,0,10000,0.0
10,10,6,2,13,8,10,8,5,10,13,0,10000,0.0
11,10,3,10,10,10,3,6,6,10,4,0,10000,0.0
12,6,2,6,4,8,3,6,7,10,5,0,10000,0.0
13,,,6,10,,,6,10,,,0,10000,0.0
14,10,5,6,8,6,11,8,8,8,10,0,10000,0.0
15,10,4,10,10,,,8,12,10,11,0,10000,0.0
16,10,15,4,8,0,10,6,3,0,12,0,10000,0.0
17,10,8,2,14,6,12,8,8,8,11,0,10000,0.0
18,10,3,6,8,6,8,8,8,10,7,0,10000,0.0
19,10,4,10,6,4,10,,,,,0,10000,0.0
20,8,6,6,10,2,13,4,9,3,12,0,10000,0.0
21,10,5,10,11,8,6,10,7,,,0,10000,0.0
22,10,7,6,10,8,7,6,8,8,7,0,10000,0.0
23,8,4,4,5,6,7,8,6,10,8,0,10000,0.0
24,10,1,10,5,10,12,8,7,10,10,0,10000,0.0
25,,,10,5,8,5,,,,,0,10000,0.0
26,10,4,6,10,10,6,,,10,6,0,10000,0.0
27,10,4,4,7,6,8,8,5,10,5,0,10000,0.0
28,10,6,4,6,8,13,8,8,10,5,0,10000,0.0
29,10,3,10,5,2,5,6,6,10,6,0,10000,0.0
30,8,3,6,5,8,7,10,3,10,4,0,10000,0.0
31,10,4,6,5,4,5,10,6,10,8,0,10000,0.0
32,,,4,10,6,11,8,4,10,8,0,10000,0.0
33,6,1,6,7,6,13,8,4,10,3,0,10000,0.0
34,,,4,9,2,9,6,6,10,6,0,10000,0.0
35,8,4,,,8,10,,,,,0,10000,0.0
36,10,6,8,6,8,5,8,6,10,6,0,10000,0.0
37,10,3,10,3,4,10,8,7,10,8,0,10000,0.0
39,10,5,6,12,8,12,8,8,10,13,0,10000,0.0
40,10,4,4,5,10,5,2,1,8,8,0,10000,0.0
41,10,6,4,10,0,2,6,4,,,0,10000,0.0
42,10,3,6,6,10,8,,,10,4,0,10000,0.0
43,6,6,,,,,,,,,0,10000,0.0
44,10,2,6,8,6,6,8,6,10,6,0,10000,0.0
45,10,7,4,11,8,13,4,8,10,6,0,10000,0.0
46,8,6,4,9,4,11,8,6,10,6,0,10000,0.0
47,10,9,,,,,6,5,8,10,0,10000,0.0
48,,,,,4,2,6,7,10,10,0,10000,0.0
49,10,7,4,8,6,7,6,7,8,8,0,10000,0.0
50,10,4,10,3,10,3,8,8,10,2,0,10000,0.0
51,10,5,10,7,,,10,9,,,0,10000,0.0
52,8,3,6,6,0,11,10,8,8,7,0,10000,0.0
53,10,3,6,3,4,8,8,7,10,8,0,10000,0.0
55,10,5,6,6,8,7,6,7,8,10,0,10000,0.0
56,10,5,,,6,11,6,5,10,4,0,10000,0.0
57,8,5,4,6,4,7,8,4,10,5,0,10000,0.0
58,10,3,10,4,10,6,8,7,10,9,0,10000,0.0
59,10,4,2,10,8,12,8,6,,,0,10000,0.0
60,6,7,4,9,4,8,6,9,10,10,0,10000,0.0
61,10,5,10,9,4,7,10,7,10,11,0,10000,0.0
62,10,4,2,13,8,4,8,4,10,5,0,10000,0.0
63,6,8,6,5,,,,,,,0,10000,0.0
64,10,3,4,5,10,9,,,0,1,0,10000,0.0
65,10,2,6,3,8,7,10,4,3,1,0,10000,0.0
66,8,6,4,7,8,5,6,4,10,7,0,10000,0.0
67,10,6,6,5,8,9,8,7,10,13,0,10000,0.0
68,10,2,10,5,0,9,6,4,10,3,0,10000,0.0
69,8,3,10,3,10,1,8,4,10,1,0,10000,0.0
70,10,7,6,7,2,11,10,12,10,8,0,10000,0.0
71,10,4,6,13,2,5,10,5,8,6,0,10000,0.0
72,6,4,2,11,6,11,10,6,10,7,0,10000,0.0
73,10,6,2,13,2,13,2,6,10,14,0,10000,0.0
74,10,2,4,5,2,3,,,10,6,0,10000,0.0
75,10,7,6,8,8,10,0,0,0,0,0,10000,0.0
76,10,5,4,7,2,13,8,10,10,12,0,10000,0.0
77,8,3,10,6,8,11,8,4,10,1,0,10000,0.0
78,,,,,6,12,4,8,10,10,0,10000,0.0
79,10,5,4,14,8,8,8,8,,,0,10000,0.0
80,8,5,6,4,4,6,8,8,8,6,0,10000,0.0
81,10,6,2,5,8,6,8,6,0,2,0,10000,0.0
82,8,3,6,7,8,6,4,6,,,0,10000,0.0
83,10,4,8,9,0,3,8,10,10,7,0,10000,0.0
84,,,6,14,,,,,,,0,10000,0.0
85,10,5,6,6,10,10,8,5,0,12,0,10000,0.0
86,,,,,,,0,0,,,0,10000,0.0
87,10,4,10,7,8,0,8,6,8,7,0,10000,0.0
88,10,7,2,8,4,10,6,10,8,11,0,10000,0.0
89,10,6,,,,,,,,,0,10000,0.0
90,8,4,10,2,10,2,10,3,10,8,0,10000,0.0
91,10,6,6,8,2,8,8,7,10,9,0,10000,0.0
92,8,3,8,6,10,5,10,10,10,7,0,10000,0.0
93,10,2,6,2,2,9,8,5,10,3,0,10000,0.0
94,8,6,8,7,10,9,6,9,3,15,0,10000,0.0
95,10,8,4,8,4,8,6,11,8,10,0,10000,0.0
96,8,2,6,7,6,6,6,4,8,6,0,10000,0.0
97,8,11,0,12,6,9,10,13,5,12,0,10000,0.0
99,10,2,4,4,2,2,,,,,0,10000,0.0
100,,,0,10,4,7,6,7,5,12,0,10000,0.0
101,10,9,10,11,2,8,8,10,8,7,0,10000,0.0
102,10,10,10,10,4,14,8,8,8,13,0,10000,0.0
103,10,4,10,5,8,4,10,6,10,2,0,10000,0.0
104,10,4,10,9,8,3,8,1,10,4,0,10000,0.0
105,8,4,8,10,8,6,6,6,5,9,0,10000,0.0
106,10,8,2,12,10,11,8,9,8,3,0,10000,0.0
107,,,0,6,8,6,6,6,3,8,0,10000,0.0
108,10,5,4,4,2,6,2,7,10,11,0,10000,0.0
109,10,2,6,6,6,6,6,4,10,9,0,10000,0.0
110,10,3,4,7,10,9,8,6,10,4,0,10000,0.0
111,10,3,4,9,8,5,10,4,10,7,0,10000,0.0
112,10,4,8,6,8,12,10,4,10,9,0,10000,0.0
113,,,2,4,2,6,8,3,,,0,10000,0.0
114,8,2,6,7,8,9,8,8,10,8,0,10000,0.0
115,10,5,8,9,8,7,10,7,10,9,0,10000,0.0
116,10,5,,,2,0,,,0,10,0,10000,0.0
117,6,5,6,4,8,6,,,10,4,0,10000,0.0
118,10,7,6,8,2,10,6,15,0,8,0,10000,0.0
119,8,3,6,8,8,10,8,2,10,3,0,10000,0.0
120,10,2,6,4,10,7,8,3,10,5,0,10000,0.0
121,10,5,2,9,8,6,10,7,0,12,0,10000,0.0
122,8,4,4,8,0,6,4,9,10,9,0,10000,0.0
123,8,7,10,8,8,11,6,9,10,8,0,10000,0.0
124,10,7,0,8,10,14,8,8,10,6,0,10000,0.0
125,10,4,6,8,10,2,8,6,10,2,0,10000,0.0
126,10,4,6,9,6,5,,,,,0,10000,0.0
127,10,4,2,4,6,6,4,5,10,9,0,10000,0.0
128,10,4,4,8,,,2,1,0,11,0,10000,0.0
129,,,4,9,6,11,10,5,10,11,0,10000,0.0
130,8,5,4,6,6,9,6,5,10,5,0,10000,0.0
131,,,,,,,8,3,,,0,10000,0.0
132,10,3,8,8,4,9,4,8,10,11,0,10000,0.0
133,10,2,4,5,8,9,8,7,10,11,0,10000,0.0
134,10,4,10,6,0,2,10,4,10,2,0,10000,0.0
135,10,5,8,11,4,13,10,12,,,0,10000,0.0
136,10,7,10,10,,,,,,,0,10000,0.0
137,8,3,4,10,2,6,6,4,8,5,0,10000,0.0
138,10,9,,,8,14,6,7,10,8,0,10000,0.0
139,8,6,4,11,0,4,2,1,,,0,10000,0.0
140,6,4,0,1,2,6,6,9,8,7,0,10000,0.0
141,10,2,10,5,6,3,8,3,10,3,0,10000,0.0
142,10,3,10,5,,,8,3,10,1,0,10000,0.0
143,10,6,10,8,8,9,10,11,10,10,0,10000,0.0
144,10,7,6,9,6,8,2,9,10,8,0,10000,0.0
,10,10,10,10,10
,6,0,0,0,0
,9.275591,6.113821,6.453782,7.355372,9.174312
